año,mes,fecha,barrio,distrito,latitud,longitud,precio_habitacion_eur,precio_vs_beca_mec_eur,anuncios_activos,matches_realizados,usuarios_activos_mes,pct_erasmus,eco_score,co2_ahorrado_kg_mes,pct_transporte_publico,distancia_universidad_km,tiempo_desplazamiento_min,indice_accesibilidad_beca,demanda_estimada_estudiantes,ratio_oferta_demanda,fraudes_detectados,contratos_digitales_firmados,satisfaccion_media,ods11_precio_accesible,alerta_precio_accesibilidad,universidad_referencia,perfil_dominante
2023,9,2023-09-01,Benicalap,Benicalap,39.49,-0.38,275,-75,41,21,89,0.33,A,288,0.36,3,21,78.6,274,0.15,2,15,3.6,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,9,2023-09-01,Orriols,La Saïdia,39.485,-0.368,286,-64,34,15,105,0.13,B,316,0.74,1.5,12,81.7,403,0.08,2,10,4.4,SI,BAJO,UV,ESTUDIANTE
2023,9,2023-09-01,Torrefiel,La Saïdia,39.487,-0.362,256,-94,28,9,69,0.42,D,100,0.65,2.6,23,73.1,215,0.13,1,5,3.9,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,9,2023-09-01,Ciutat Universitaria,Algirós,39.482,-0.345,331,-19,48,28,108,0.24,A,762,0.39,2.9,31,94.6,316,0.15,3,22,3.7,SI,MEDIO,UPV,ERASMUS
2023,9,2023-09-01,Arrancapins,Patraix,39.458,-0.375,280,-70,39,20,135,0.45,A,229,0.62,3.7,30,80,340,0.11,2,14,4.8,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,10,2023-10-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,383,33,47,14,130,0.25,A,369,0.55,1,10,109.4,328,0.14,3,8,4.1,SI,ALTO,UV,ERASMUS
2023,10,2023-10-01,Benimaclet,Benimaclet,39.4815,-0.357,365,15,29,9,75,0.1,D,206,0.43,2.8,21,104.3,249,0.12,1,5,4,SI,MEDIO,UPV,ESTUDIANTE
2023,10,2023-10-01,El Carmen,Ciutat Vella,39.4735,-0.3775,393,43,30,13,91,0.15,A,375,0.81,1.9,24,112.3,298,0.1,1,9,4.4,SI,ALTO,UV,ESTUDIANTE
2023,10,2023-10-01,Campanar,Campanar,39.451,-0.339,317,-33,40,12,120,0.41,D,269,0.58,1.9,19,90.6,364,0.11,2,6,4.4,SI,BAJO,UPV,JOVEN_PROFESIONAL
2023,10,2023-10-01,Patraix,Patraix,39.4605,-0.3605,286,-64,54,29,132,0.33,A,665,0.68,2.8,28,81.7,397,0.14,4,22,3.9,SI,BAJO,UPV,ERASMUS
2023,10,2023-10-01,Algirós,Algirós,39.478,-0.3395,295,-55,52,30,87,0.18,A,850,0.78,1.9,24,84.3,226,0.23,4,24,3.2,SI,BAJO,UPV,ESTUDIANTE
2023,10,2023-10-01,Extramurs,Extramurs,39.469,-0.382,356,6,46,17,154,0.18,C,185,0.84,4.5,33,101.7,406,0.11,3,10,4.7,SI,MEDIO,UV,ESTUDIANTE
2023,10,2023-10-01,El Pla del Remei,Eixample,39.467,-0.373,451,101,23,14,76,0.13,B,206,0.73,1.9,17,128.9,299,0.08,0,12,4.6,NO,CRITICO,UV,ESTUDIANTE
2023,10,2023-10-01,Mestalla,Quatre Carreres,39.465,-0.365,335,-15,54,20,100,0.38,D,558,0.49,2.2,25,95.7,260,0.21,4,12,3.3,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2023,10,2023-10-01,La Saïdia,La Saïdia,39.478,-0.375,321,-29,40,13,94,0.29,B,209,0.43,3.3,32,91.7,265,0.15,2,7,3.8,SI,MEDIO,UV,ERASMUS
2023,10,2023-10-01,Benicalap,Benicalap,39.49,-0.38,284,-66,26,17,60,0.27,B,289,0.43,3.4,28,81.1,198,0.13,1,14,3.7,SI,BAJO,UV,ERASMUS
2023,10,2023-10-01,Orriols,La Saïdia,39.485,-0.368,272,-78,45,14,114,0.16,D,280,0.75,4.9,39,77.7,368,0.12,3,8,3.9,SI,BAJO,UV,ESTUDIANTE
2023,10,2023-10-01,Torrefiel,La Saïdia,39.487,-0.362,256,-94,28,9,91,0.43,C,119,0.35,2.1,18,73.1,274,0.1,1,5,4.6,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,10,2023-10-01,Ciutat Universitaria,Algirós,39.482,-0.345,327,-23,26,14,71,0.29,B,186,0.56,1.5,11,93.4,188,0.14,1,10,4.1,SI,MEDIO,UPV,ERASMUS
2023,10,2023-10-01,Arrancapins,Patraix,39.458,-0.375,298,-52,29,14,80,0.31,D,417,0.74,1.6,18,85.1,246,0.12,1,10,4.1,SI,BAJO,UV,ERASMUS
2023,11,2023-11-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,427,77,22,11,42,0.35,B,150,0.49,3.3,35,122,163,0.13,0,8,3.4,NO,CRITICO,UV,JOVEN_PROFESIONAL
2023,11,2023-11-01,Benimaclet,Benimaclet,39.4815,-0.357,368,18,38,17,70,0.18,A,391,0.52,1.8,14,105.1,223,0.17,2,11,3.3,SI,MEDIO,UPV,ESTUDIANTE
2023,11,2023-11-01,El Carmen,Ciutat Vella,39.4735,-0.3775,389,39,28,15,75,0.17,C,314,0.43,1.9,19,111.1,213,0.13,1,11,4.1,SI,ALTO,UV,ESTUDIANTE
2023,11,2023-11-01,Campanar,Campanar,39.451,-0.339,317,-33,36,20,87,0.34,D,582,0.49,4.2,41,90.6,241,0.15,2,15,3.8,SI,BAJO,UPV,JOVEN_PROFESIONAL
2023,11,2023-11-01,Patraix,Patraix,39.4605,-0.3605,319,-31,34,14,63,0.24,C,346,0.7,4.2,34,91.1,250,0.14,2,9,3.3,SI,BAJO,UPV,ERASMUS
2023,11,2023-11-01,Algirós,Algirós,39.478,-0.3395,313,-37,20,8,46,0.17,C,197,0.83,3.9,28,89.4,138,0.14,0,5,3.7,SI,BAJO,UPV,ESTUDIANTE
2023,11,2023-11-01,Extramurs,Extramurs,39.469,-0.382,368,18,33,11,69,0.2,C,275,0.72,1.2,10,105.1,192,0.17,1,6,3.5,SI,MEDIO,UV,ESTUDIANTE
2023,11,2023-11-01,El Pla del Remei,Eixample,39.467,-0.373,441,91,54,23,121,0.44,D,334,0.5,1.6,22,126,397,0.14,4,15,3.7,NO,CRITICO,UV,JOVEN_PROFESIONAL
2023,11,2023-11-01,Mestalla,Quatre Carreres,39.465,-0.365,343,-7,40,15,79,0.37,C,290,0.46,4.6,40,98,205,0.2,2,9,3.4,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2023,11,2023-11-01,La Saïdia,La Saïdia,39.478,-0.375,341,-9,27,10,60,0.41,A,284,0.64,4.3,36,97.4,197,0.14,1,6,3.7,SI,MEDIO,UV,JOVEN_PROFESIONAL
2023,11,2023-11-01,Benicalap,Benicalap,39.49,-0.38,285,-65,35,19,58,0.3,D,472,0.56,4.1,32,81.4,177,0.2,2,14,3.1,SI,BAJO,UV,ERASMUS
2023,11,2023-11-01,Orriols,La Saïdia,39.485,-0.368,266,-84,44,25,122,0.35,C,314,0.62,3.7,33,76,332,0.13,3,19,4.1,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,11,2023-11-01,Torrefiel,La Saïdia,39.487,-0.362,281,-69,34,16,60,0.36,B,369,0.73,3.2,29,80.3,220,0.15,2,11,3.2,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,11,2023-11-01,Ciutat Universitaria,Algirós,39.482,-0.345,338,-12,25,7,44,0.16,A,178,0.77,2.3,26,96.6,123,0.2,1,4,3.2,SI,MEDIO,UPV,ESTUDIANTE
2023,11,2023-11-01,Arrancapins,Patraix,39.458,-0.375,311,-39,46,19,80,0.39,C,253,0.71,3.5,35,88.9,264,0.17,3,12,3.2,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,12,2023-12-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,436,86,41,26,121,0.15,D,511,0.68,3.7,29,124.6,465,0.09,2,22,4.3,NO,CRITICO,UV,ESTUDIANTE
2023,12,2023-12-01,Benimaclet,Benimaclet,39.4815,-0.357,397,47,30,15,105,0.45,B,416,0.66,1.5,18,113.4,409,0.07,1,11,4.8,SI,ALTO,UPV,JOVEN_PROFESIONAL
2023,12,2023-12-01,El Carmen,Ciutat Vella,39.4735,-0.3775,395,45,38,20,128,0.11,C,509,0.66,3.5,36,112.9,346,0.11,2,15,4.7,SI,ALTO,UV,ESTUDIANTE
2023,12,2023-12-01,Campanar,Campanar,39.451,-0.339,359,9,31,18,65,0.15,B,282,0.5,4.5,36,102.6,257,0.12,1,14,3.5,SI,MEDIO,UPV,ESTUDIANTE
2023,12,2023-12-01,Patraix,Patraix,39.4605,-0.3605,319,-31,35,21,56,0.33,D,230,0.62,4.5,36,91.1,202,0.17,2,17,3.1,SI,BAJO,UPV,ERASMUS
2023,12,2023-12-01,Algirós,Algirós,39.478,-0.3395,315,-35,25,13,66,0.37,D,232,0.78,3.6,36,90,178,0.14,1,9,4,SI,BAJO,UPV,JOVEN_PROFESIONAL
2023,12,2023-12-01,Extramurs,Extramurs,39.469,-0.382,377,27,23,11,76,0.4,A,183,0.73,1.7,15,107.7,210,0.11,0,8,4.6,SI,ALTO,UV,JOVEN_PROFESIONAL
2023,12,2023-12-01,El Pla del Remei,Eixample,39.467,-0.373,447,97,30,18,70,0.28,D,446,0.41,1.7,15,127.7,219,0.14,1,15,3.8,NO,CRITICO,UV,ERASMUS
2023,12,2023-12-01,Mestalla,Quatre Carreres,39.465,-0.365,382,32,30,19,56,0.37,A,454,0.38,2.7,30,109.1,208,0.14,1,16,3.3,SI,ALTO,UPV,JOVEN_PROFESIONAL
2023,12,2023-12-01,La Saïdia,La Saïdia,39.478,-0.375,334,-16,37,14,93,0.34,C,145,0.81,4.7,39,95.4,247,0.15,2,9,3.9,SI,MEDIO,UV,JOVEN_PROFESIONAL
2023,12,2023-12-01,Benicalap,Benicalap,39.49,-0.38,314,-36,47,26,90,0.14,D,306,0.57,2.6,26,89.7,339,0.14,3,20,3.4,SI,BAJO,UV,ESTUDIANTE
2023,12,2023-12-01,Orriols,La Saïdia,39.485,-0.368,307,-43,26,14,56,0.31,C,233,0.65,3.1,32,87.7,219,0.12,1,11,3.6,SI,BAJO,UV,ERASMUS
2023,12,2023-12-01,Torrefiel,La Saïdia,39.487,-0.362,273,-77,21,11,56,0.41,B,184,0.81,4.6,34,78,167,0.13,0,8,4,SI,BAJO,UV,JOVEN_PROFESIONAL
2023,12,2023-12-01,Ciutat Universitaria,Algirós,39.482,-0.345,359,9,40,11,135,0.34,C,111,0.81,4.6,33,102.6,434,0.09,2,6,4.7,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2023,12,2023-12-01,Arrancapins,Patraix,39.458,-0.375,309,-41,42,21,116,0.27,D,503,0.5,4.4,36,88.3,329,0.13,3,15,4.1,SI,BAJO,UV,ERASMUS
2024,1,2024-01-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,441,91,60,23,92,0.28,D,248,0.7,3.7,28,126,269,0.22,4,14,3,NO,CRITICO,UV,ERASMUS
2024,1,2024-01-01,Benimaclet,Benimaclet,39.4815,-0.357,400,50,41,16,139,0.12,C,200,0.49,4.4,41,114.3,400,0.1,2,10,4.7,NO,ALTO,UPV,ESTUDIANTE
2024,1,2024-01-01,El Carmen,Ciutat Vella,39.4735,-0.3775,450,100,28,16,94,0.42,A,314,0.54,2.3,22,128.6,339,0.08,0,12,4.7,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,1,2024-01-01,Campanar,Campanar,39.451,-0.339,377,27,45,23,79,0.36,B,361,0.65,3.8,33,107.7,276,0.16,2,17,3.2,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,1,2024-01-01,Patraix,Patraix,39.4605,-0.3605,330,-20,53,22,178,0.33,A,565,0.76,1.6,18,94.3,511,0.1,3,14,4.7,SI,MEDIO,UPV,ERASMUS
2024,1,2024-01-01,Algirós,Algirós,39.478,-0.3395,371,21,57,33,110,0.29,D,567,0.83,3.7,31,106,405,0.14,4,26,3.4,SI,ALTO,UPV,ERASMUS
2024,1,2024-01-01,Extramurs,Extramurs,39.469,-0.382,420,70,46,14,78,0.45,D,273,0.65,1,16,120,255,0.18,2,8,3.2,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,1,2024-01-01,El Pla del Remei,Eixample,39.467,-0.373,485,135,35,13,61,0.38,D,200,0.66,3.1,33,138.6,209,0.17,1,8,3.2,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,1,2024-01-01,Mestalla,Quatre Carreres,39.465,-0.365,409,59,36,15,102,0.15,D,299,0.67,4.6,37,116.9,366,0.1,1,10,4.2,NO,ALTO,UPV,ESTUDIANTE
2024,1,2024-01-01,La Saïdia,La Saïdia,39.478,-0.375,361,11,48,16,97,0.22,A,163,0.39,4.5,32,103.1,246,0.2,3,9,3.5,SI,MEDIO,UV,ERASMUS
2024,1,2024-01-01,Benicalap,Benicalap,39.49,-0.38,341,-9,56,18,147,0.17,B,240,0.36,4.3,31,97.4,540,0.1,4,10,4,SI,MEDIO,UV,ESTUDIANTE
2024,1,2024-01-01,Orriols,La Saïdia,39.485,-0.368,325,-25,46,24,93,0.29,B,301,0.46,3.6,32,92.9,320,0.14,2,18,3.5,SI,MEDIO,UV,ERASMUS
2024,1,2024-01-01,Torrefiel,La Saïdia,39.487,-0.362,327,-23,33,15,102,0.26,C,248,0.81,4.1,35,93.4,398,0.08,1,10,4.4,SI,MEDIO,UV,ERASMUS
2024,1,2024-01-01,Ciutat Universitaria,Algirós,39.482,-0.345,403,53,33,21,59,0.32,D,560,0.54,1.2,11,115.1,221,0.15,1,18,3.3,NO,ALTO,UPV,ERASMUS
2024,1,2024-01-01,Arrancapins,Patraix,39.458,-0.375,362,12,41,14,96,0.17,A,338,0.63,3.7,30,103.4,354,0.12,2,8,3.8,SI,MEDIO,UV,ESTUDIANTE
2024,2,2024-02-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,466,116,44,24,80,0.11,D,517,0.72,3.5,30,133.1,287,0.15,2,18,3.3,NO,CRITICO,UV,ESTUDIANTE
2024,2,2024-02-01,Benimaclet,Benimaclet,39.4815,-0.357,429,79,34,17,84,0.2,C,467,0.81,2,24,122.6,311,0.11,1,12,3.9,NO,CRITICO,UPV,ESTUDIANTE
2024,2,2024-02-01,El Carmen,Ciutat Vella,39.4735,-0.3775,450,100,50,26,145,0.16,D,496,0.42,2.4,25,128.6,487,0.1,3,19,4.3,NO,CRITICO,UV,ESTUDIANTE
2024,2,2024-02-01,Campanar,Campanar,39.451,-0.339,373,23,32,14,54,0.44,D,304,0.55,3.3,29,106.6,167,0.19,1,9,3.2,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,2,2024-02-01,Patraix,Patraix,39.4605,-0.3605,353,3,45,24,97,0.41,D,697,0.67,2.1,25,100.9,335,0.13,2,18,3.6,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,2,2024-02-01,Algirós,Algirós,39.478,-0.3395,368,18,58,24,185,0.34,D,530,0.52,4.9,36,105.1,604,0.1,4,15,4.5,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,2,2024-02-01,Extramurs,Extramurs,39.469,-0.382,444,94,50,27,94,0.39,B,271,0.76,1.4,21,126.9,364,0.14,3,20,3.3,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,2,2024-02-01,El Pla del Remei,Eixample,39.467,-0.373,496,146,44,16,96,0.19,A,175,0.43,2.8,23,141.7,343,0.13,2,10,3.6,NO,CRITICO,UV,ESTUDIANTE
2024,2,2024-02-01,Mestalla,Quatre Carreres,39.465,-0.365,391,41,40,11,135,0.44,C,150,0.64,4.2,30,111.7,359,0.11,2,6,4.7,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,2,2024-02-01,La Saïdia,La Saïdia,39.478,-0.375,379,29,54,31,105,0.12,B,594,0.53,2.6,27,108.3,307,0.18,3,24,3.4,SI,ALTO,UV,ESTUDIANTE
2024,2,2024-02-01,Benicalap,Benicalap,39.49,-0.38,353,3,49,31,142,0.43,B,814,0.37,2.2,25,100.9,547,0.09,3,26,4.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,2,2024-02-01,Orriols,La Saïdia,39.485,-0.368,333,-17,28,13,75,0.12,C,296,0.55,1.6,12,95.1,259,0.11,0,9,4.1,SI,MEDIO,UV,ESTUDIANTE
2024,2,2024-02-01,Torrefiel,La Saïdia,39.487,-0.362,334,-16,58,22,145,0.16,C,262,0.61,2.5,24,95.4,561,0.1,4,14,3.9,SI,MEDIO,UV,ESTUDIANTE
2024,2,2024-02-01,Ciutat Universitaria,Algirós,39.482,-0.345,380,30,58,33,191,0.36,D,942,0.4,2.8,30,108.6,499,0.12,4,26,4.6,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,2,2024-02-01,Arrancapins,Patraix,39.458,-0.375,342,-8,47,19,151,0.22,B,347,0.64,1.1,14,97.7,406,0.12,3,12,4.5,SI,MEDIO,UV,ERASMUS
2024,3,2024-03-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,443,93,29,16,75,0.24,D,258,0.45,1.8,14,126.6,195,0.15,0,12,4,NO,CRITICO,UV,ERASMUS
2024,3,2024-03-01,Benimaclet,Benimaclet,39.4815,-0.357,402,52,32,9,96,0.39,C,163,0.61,3.2,27,114.9,247,0.13,1,5,4.3,NO,ALTO,UPV,JOVEN_PROFESIONAL
2024,3,2024-03-01,El Carmen,Ciutat Vella,39.4735,-0.3775,440,90,29,18,63,0.18,D,324,0.53,4.4,37,125.7,181,0.16,0,15,3.6,NO,CRITICO,UV,ESTUDIANTE
2024,3,2024-03-01,Campanar,Campanar,39.451,-0.339,382,32,50,18,152,0.28,B,444,0.37,4.1,40,109.1,503,0.1,3,11,4.4,SI,ALTO,UPV,ERASMUS
2024,3,2024-03-01,Patraix,Patraix,39.4605,-0.3605,352,2,57,18,137,0.17,C,291,0.68,1.1,16,100.6,454,0.13,4,10,3.8,SI,MEDIO,UPV,ESTUDIANTE
2024,3,2024-03-01,Algirós,Algirós,39.478,-0.3395,367,17,58,37,189,0.1,C,776,0.82,1.3,15,104.9,590,0.1,4,31,4.6,SI,MEDIO,UPV,ESTUDIANTE
2024,3,2024-03-01,Extramurs,Extramurs,39.469,-0.382,426,76,37,22,90,0.29,B,574,0.78,4,31,121.7,280,0.13,1,18,3.8,NO,CRITICO,UV,ERASMUS
2024,3,2024-03-01,El Pla del Remei,Eixample,39.467,-0.373,508,158,53,32,162,0.4,D,949,0.37,2.9,21,145.1,633,0.08,3,26,4.4,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,3,2024-03-01,Mestalla,Quatre Carreres,39.465,-0.365,394,44,58,25,175,0.13,A,448,0.44,1.9,14,112.6,467,0.12,4,17,4.4,SI,ALTO,UPV,ESTUDIANTE
2024,3,2024-03-01,La Saïdia,La Saïdia,39.478,-0.375,403,53,29,8,54,0.45,B,87,0.61,1.4,18,115.1,202,0.14,0,4,3.3,NO,ALTO,UV,JOVEN_PROFESIONAL
2024,3,2024-03-01,Benicalap,Benicalap,39.49,-0.38,351,1,43,17,148,0.2,B,479,0.56,1.3,11,100.3,540,0.08,2,11,4.7,SI,MEDIO,UV,ESTUDIANTE
2024,3,2024-03-01,Orriols,La Saïdia,39.485,-0.368,349,-1,40,21,130,0.28,D,278,0.72,1.1,8,99.7,517,0.08,2,15,4.6,SI,MEDIO,UV,ERASMUS
2024,3,2024-03-01,Torrefiel,La Saïdia,39.487,-0.362,331,-19,28,9,76,0.16,D,183,0.78,3.3,33,94.6,280,0.1,0,5,4.1,SI,MEDIO,UV,ESTUDIANTE
2024,3,2024-03-01,Ciutat Universitaria,Algirós,39.482,-0.345,414,64,37,19,85,0.41,C,462,0.37,1.6,12,118.3,320,0.12,1,14,3.7,NO,ALTO,UPV,JOVEN_PROFESIONAL
2024,3,2024-03-01,Arrancapins,Patraix,39.458,-0.375,364,14,38,21,87,0.11,B,293,0.59,4,30,104,294,0.13,2,16,3.7,SI,MEDIO,UV,ESTUDIANTE
2024,4,2024-04-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,453,103,33,20,107,0.33,A,584,0.73,3.8,35,129.4,330,0.1,1,16,4.6,NO,CRITICO,UV,ERASMUS
2024,4,2024-04-01,Benimaclet,Benimaclet,39.4815,-0.357,417,67,58,23,144,0.38,C,599,0.61,2.1,25,119.1,469,0.12,4,14,3.9,NO,ALTO,UPV,JOVEN_PROFESIONAL
2024,4,2024-04-01,El Carmen,Ciutat Vella,39.4735,-0.3775,447,97,52,30,81,0.27,A,881,0.52,1.3,11,127.7,262,0.2,3,24,3.1,NO,CRITICO,UV,ERASMUS
2024,4,2024-04-01,Campanar,Campanar,39.451,-0.339,387,37,59,38,108,0.16,B,519,0.38,3.8,36,110.6,391,0.15,4,32,3.3,SI,ALTO,UPV,ESTUDIANTE
2024,4,2024-04-01,Patraix,Patraix,39.4605,-0.3605,336,-14,34,17,69,0.4,D,282,0.36,2.8,29,96,196,0.17,1,12,3.5,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,4,2024-04-01,Algirós,Algirós,39.478,-0.3395,371,21,49,19,139,0.13,A,195,0.59,1.1,14,106,471,0.1,3,12,4.2,SI,ALTO,UPV,ESTUDIANTE
2024,4,2024-04-01,Extramurs,Extramurs,39.469,-0.382,423,73,41,23,69,0.23,C,592,0.41,1.6,14,120.9,214,0.19,2,18,3.2,NO,CRITICO,UV,ERASMUS
2024,4,2024-04-01,El Pla del Remei,Eixample,39.467,-0.373,476,126,31,14,103,0.44,A,310,0.54,2.5,26,136,291,0.11,1,9,4.6,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,4,2024-04-01,Mestalla,Quatre Carreres,39.465,-0.365,420,70,53,21,122,0.12,D,243,0.59,4.4,40,120,453,0.12,3,13,3.7,NO,CRITICO,UPV,ESTUDIANTE
2024,4,2024-04-01,La Saïdia,La Saïdia,39.478,-0.375,389,39,47,30,164,0.18,A,620,0.68,2.5,26,111.1,542,0.09,3,25,4.8,SI,ALTO,UV,ESTUDIANTE
2024,4,2024-04-01,Benicalap,Benicalap,39.49,-0.38,348,-2,29,15,68,0.17,D,268,0.36,2,16,99.4,248,0.12,0,11,3.7,SI,MEDIO,UV,ESTUDIANTE
2024,4,2024-04-01,Orriols,La Saïdia,39.485,-0.368,317,-33,30,14,45,0.42,C,185,0.57,1.4,18,90.6,130,0.23,1,10,3,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,4,2024-04-01,Torrefiel,La Saïdia,39.487,-0.362,308,-42,41,23,72,0.11,D,654,0.47,4.7,40,88,210,0.2,2,18,3.2,SI,BAJO,UV,ESTUDIANTE
2024,4,2024-04-01,Ciutat Universitaria,Algirós,39.482,-0.345,401,51,28,15,92,0.44,C,286,0.47,2.8,21,114.6,311,0.09,0,11,4.6,NO,ALTO,UPV,JOVEN_PROFESIONAL
2024,4,2024-04-01,Arrancapins,Patraix,39.458,-0.375,376,26,50,22,140,0.12,C,511,0.58,3.7,37,107.4,552,0.09,3,15,4.2,SI,ALTO,UV,ESTUDIANTE
2024,5,2024-05-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,466,116,54,15,107,0.16,D,408,0.47,4.6,41,133.1,414,0.13,3,8,3.4,NO,CRITICO,UV,ESTUDIANTE
2024,5,2024-05-01,Benimaclet,Benimaclet,39.4815,-0.357,419,69,36,22,71,0.3,A,654,0.78,1.6,15,119.7,256,0.14,1,18,3.4,NO,ALTO,UPV,ERASMUS
2024,5,2024-05-01,El Carmen,Ciutat Vella,39.4735,-0.3775,423,73,57,35,94,0.27,A,879,0.47,2.2,19,120.9,246,0.23,4,29,3.1,NO,CRITICO,UV,ERASMUS
2024,5,2024-05-01,Campanar,Campanar,39.451,-0.339,389,39,36,12,112,0.39,D,186,0.5,4.2,38,111.1,444,0.08,1,7,4.4,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,5,2024-05-01,Patraix,Patraix,39.4605,-0.3605,343,-7,31,13,80,0.26,B,172,0.64,4,35,98,269,0.12,1,8,4,SI,MEDIO,UPV,ERASMUS
2024,5,2024-05-01,Algirós,Algirós,39.478,-0.3395,347,-3,59,24,147,0.21,B,316,0.65,2.4,21,99.1,408,0.14,4,15,3.9,SI,MEDIO,UPV,ESTUDIANTE
2024,5,2024-05-01,Extramurs,Extramurs,39.469,-0.382,429,79,31,14,57,0.37,C,362,0.83,2.6,23,122.6,204,0.15,1,10,3.3,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,5,2024-05-01,El Pla del Remei,Eixample,39.467,-0.373,469,119,30,18,101,0.31,A,180,0.48,2,16,134,286,0.1,1,14,4.7,NO,CRITICO,UV,ERASMUS
2024,5,2024-05-01,Mestalla,Quatre Carreres,39.465,-0.365,387,37,50,25,128,0.21,A,462,0.41,1.2,19,110.6,355,0.14,3,18,4,SI,ALTO,UPV,ESTUDIANTE
2024,5,2024-05-01,La Saïdia,La Saïdia,39.478,-0.375,370,20,46,23,123,0.39,D,591,0.43,3.2,33,105.7,356,0.13,2,17,4.1,SI,ALTO,UV,JOVEN_PROFESIONAL
2024,5,2024-05-01,Benicalap,Benicalap,39.49,-0.38,313,-37,49,16,144,0.27,A,250,0.63,4.9,45,89.4,375,0.13,3,9,4.3,SI,BAJO,UV,ERASMUS
2024,5,2024-05-01,Orriols,La Saïdia,39.485,-0.368,320,-30,42,13,81,0.11,C,216,0.44,1.5,13,91.4,265,0.16,2,7,3.4,SI,MEDIO,UV,ESTUDIANTE
2024,5,2024-05-01,Torrefiel,La Saïdia,39.487,-0.362,299,-51,51,25,97,0.36,C,328,0.47,3,30,85.4,275,0.19,3,18,3.4,SI,BAJO,UV,JOVEN_PROFESIONAL
2024,5,2024-05-01,Ciutat Universitaria,Algirós,39.482,-0.345,389,39,52,22,149,0.41,D,343,0.74,4.8,45,111.1,477,0.11,3,14,4.2,SI,ALTO,UPV,JOVEN_PROFESIONAL
2024,5,2024-05-01,Arrancapins,Patraix,39.458,-0.375,347,-3,38,12,88,0.35,C,287,0.75,2.6,28,99.1,275,0.14,2,7,3.7,SI,MEDIO,UV,JOVEN_PROFESIONAL
2024,6,2024-06-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,420,70,37,15,71,0.3,C,436,0.72,1.3,18,120,178,0.21,1,10,3.4,NO,CRITICO,UV,ERASMUS
2024,6,2024-06-01,Benimaclet,Benimaclet,39.4815,-0.357,395,45,32,12,67,0.28,D,298,0.37,1.4,12,112.9,204,0.16,1,7,3.5,SI,ALTO,UPV,ERASMUS
2024,6,2024-06-01,El Carmen,Ciutat Vella,39.4735,-0.3775,449,99,41,16,142,0.37,A,259,0.43,4.6,38,128.3,563,0.07,2,10,4.8,NO,CRITICO,UV,JOVEN_PROFESIONAL
2024,6,2024-06-01,Campanar,Campanar,39.451,-0.339,363,13,36,12,109,0.34,B,174,0.8,3.7,27,103.7,366,0.1,1,7,4.4,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,6,2024-06-01,Patraix,Patraix,39.4605,-0.3605,318,-32,35,14,114,0.15,D,302,0.76,2.9,20,90.9,319,0.11,1,9,4.6,SI,BAJO,UPV,ESTUDIANTE
2024,6,2024-06-01,Algirós,Algirós,39.478,-0.3395,348,-2,49,14,131,0.39,C,256,0.73,2.2,16,99.4,414,0.12,3,7,4.1,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2024,6,2024-06-01,Extramurs,Extramurs,39.469,-0.382,418,68,52,26,152,0.28,A,546,0.69,3.3,27,119.4,538,0.1,3,19,4.3,NO,ALTO,UV,ERASMUS
